yacht_id,cold_recommendations
ffcc36fc-536a-4867-abd1-b273a260a275,"['37d987e5-1ebf-4b97-a592-1634809a050c', '17a1360b-812f-41ad-b2a9-9889a573f3cb', 'c6092a5b-7e85-4b85-9dc0-43d7cb66a424', 'efe606e9-e03e-4754-81d7-d521d94e404a', '91621df6-e32e-4d6a-86f2-11c4f2a779ba', '162ca753-e836-4b37-a88e-f00fd8c9d44e', '67ae8e09-c18c-42a1-b83d-f8372b548300', 'bc729728-a929-46a5-b883-646e25a98083', '5bb97082-207c-4578-9f83-8b32b42a7254', '8c76bc39-4711-4b8a-afd0-7f80e8087c52', '714f6960-8814-4776-8406-e5e4a703c9f3']"
f6f13133-b23a-4219-abbd-8b83776c7f61,"['a994f43a-79bd-419d-ae98-67c949bfd0ac', '969d1edc-2416-437c-b1b9-bbba931eda51', 'de157f82-f754-49d3-a6f1-1f08aaf68fe2', '0abec60d-e799-4425-a661-80e881eb7f5f', '159fa945-f73d-4705-8044-e21e8a3a3c6c', '84eb8c5f-96bd-4552-b6d7-a7010926f055', 'cc6ae78b-1015-44f4-b221-8f26aef32827', 'd419ccef-8c84-4816-a43a-c870eb97c734', '538af6fb-aa92-4214-a0f2-e0db08033546', 'b39d95c3-e7c8-49cf-b11f-d72a461b2c1d', '58650c07-43fc-40d2-8021-3894b7eb3b52']"
6e5a4ee8-b616-4220-9b5d-2bf7ff5d262c,"['b609876e-4d8c-4c8e-b65f-f99d2afc1d1f', '3303aa4d-d3ef-4e41-acd6-1950ed76eda2', '32cde4a4-7496-4b78-8c86-33f5a8c28d99', '805ad9c3-20f8-4c4a-b292-d8e538f731f8', 'b773a68d-8869-4b63-93b4-dfbf6696faea', '5b17c89c-00ef-48c0-b444-d2c407023288', '8efbd66e-46af-4e0e-bb11-60e29c6db7dc', 'cbdb0030-a2d6-47cc-986c-c75bfebf7367', '3ff48708-1d0e-49ba-a116-20ab9a80d0f8', 'f700353a-6c7c-4e72-badc-c9d7a3f8b5e7', 'ca992f2e-e57e-4038-ada1-3fbfac5a10d4']"
3dacf65f-2b81-4a2a-aa81-70e91ce7afdb,"['6f7c3808-19f5-4fd2-a2fa-8fce19d87f33', '1b236417-f9d8-43bc-9f74-351984b6cd6d', '76dbe3f2-296c-4ec2-b69a-79133f32c42b', '98f7bdd0-c60b-457b-875d-ac767b026531', 'f554a540-b563-4057-9ff8-ebd4cf7bee4a', '4888819c-6c1f-45dc-9f2a-10af68b5fda0', 'ae47e5b2-66a0-4ab2-890e-35e58fd1faed', '18ed1959-4993-43c6-93e1-7bb2d72b3a99', '3136791b-da45-4d5b-a5c1-88eea4e4f115', '5bb97082-207c-4578-9f83-8b32b42a7254', 'a5d36d18-5010-4526-b288-fd2215e7813d']"
60387201-9607-40cb-bade-623a04fb3c82,"['8cba4b21-42c0-40c6-a744-adf7cc2da983', '3df2bacd-0af3-4863-aa1c-9772b9c0b061', 'f5671a2a-c881-4a73-a514-2f599fc4d59f', '9fbc6e45-bcd5-4cff-ab87-751898d49026', '25b2a586-d6fd-452a-b5d6-c51454bb39e5', '84655e92-0d82-4afd-b221-ff6f6dda428b', 'e5ea9b9d-e5af-4d08-b7a9-edba7bb275b6', '87251f7f-9b58-4ecf-90d5-e4c4716c151d', 'dd8fe3c0-6cc6-46ca-a27e-924d55c116d6', '8beff3fd-7854-4e29-96a5-123936ff906d', '39bf6704-fe63-479a-8bdc-e656ca1ce9df']"
c1ba4a25-2833-4543-bb34-9addacfcea43,"['606b5abf-8a0d-4226-9768-9252d49d83bb', '232234d0-27fb-4bc7-8151-7b3f70cd2f58', '1c198960-0f37-46ea-b97e-9742e383ad35', 'b2f158d3-541c-4b44-9413-89456e9ee40d', '31e203c8-8c75-4f2f-90f2-9dec19431056', '3c962999-858a-46d5-8f8a-18d0fca7c6c9', 'c17198c4-f2ab-4533-afb7-20e576acbc9e', '29d9c867-64a0-4c4e-99df-6dd11cccc65a', '8913db69-8d06-4b9b-9ee8-1bc4174e634e', '9981e9ec-1cff-45ba-8462-46cd5af4033e', 'c16f1716-b369-418c-87db-7164504d0278']"
5de60de1-31ad-4cae-af4a-110c6eb2a146,"['bc877be4-fc61-46ec-ad43-2b8bd5519b81', '532144c4-3d36-4201-82e5-1827fa07f4d7', 'be694428-fd4c-4603-92fd-c9ce165331ae', '61f4e92f-c1f4-4892-9492-363b1439a769', 'cc464ca0-9ddd-4b3f-a197-d5ed8c6bc5b4', '05cfd5df-9a77-402c-8d44-79cf8217ba7a', '9a6783f2-4350-4ac3-8a8c-c49534da0a59', '9010fc8a-0d98-4c23-9ba3-ad2c27f9de16', '1e264de2-7999-4153-839c-71b6c22135c7', '7f4b7464-1a2b-495b-ae20-eefa98aff54d', '3826bafe-a9fd-4f70-8437-b44c84835790']"
3e530f13-df55-41d6-b624-4d7c74f8ed66,"['0a053397-ffcc-4790-8c91-50953f877293', 'ead618b0-9c9e-4238-80c6-ad3680f1d281', '8f851196-881e-4560-a67d-24fdf8b6e50d', '76e94c35-3a50-4aa4-9398-2b4842a0d331', 'aedc3fcf-645e-419c-ae89-01ebffbd2ea0', '7b448e31-85b9-4a83-868d-70cbe6976f14', '0655d3bb-6fcf-41df-878c-8f42c08875cc', '418612a0-bcdc-4e2b-ad60-63c816e065f1', 'c37e741b-1e87-442f-aed5-729587361fb4', '9b84459a-5f46-47fc-9aff-99b4acc5a061', '1d80d5a0-f8e9-4dfa-8b3e-fb65ea26ecaf']"
0d746270-dd2f-4a7d-99a4-4f7a8268a25e,"['b8e486b6-93c9-48e3-9efb-c804cbe1f631', '2957227f-a2f7-4339-a3f1-db08704e8e50', '0f9cbc46-9d85-42ae-b0ec-e18ba147e2e4', '426b5582-75df-4330-978b-934b8eeca47f', '4fd3808c-da03-41b5-837d-76c35dc56879', '64e7a954-28cd-4413-b30c-58e78a25c1d9', '4b93bdd6-cc14-4f59-a4c8-5807db11af79', '8ccc667c-f6da-40d9-bf75-9c3d31e910c6', '7046af67-ae2c-4385-959d-fd2d8bc488be', 'bee9287d-d033-42c8-93c1-159b0ee0cec8', '85e77feb-7a27-47f4-913a-2edcd4142580']"
dc1b6f35-c948-436f-ad6c-69c64db5bfe9,"['44182272-8623-4995-b9a6-0f03e5932475', '8266a77a-cd39-4953-8b3d-7b20dc6393b5', '4751bfa0-eafe-41d9-bc70-70d8d6897e2d', '949dacbf-897b-4e34-be34-b9da1615da08', '45591866-e90b-4f55-924d-212e56f440c8', 'c8afd4fb-925d-4ef7-ad4c-ca5bebbed157', '9dce352b-8bb7-49ee-bf94-26170abc5d31', '956f189f-863b-4951-9fa2-da61d25c7d62', '5eb5ad8a-03f9-4884-a206-15bd804bf361', 'a51758a3-1cb6-46ab-9d9d-584742029512', '01339819-113c-4338-b13a-c81c80f5d5e2']"
b61fade5-e652-4ab2-b037-f8a408c78d8c,"['93dceb1b-6885-414d-8ce4-9243bba320e7', '2b242632-251f-44c1-8618-501fc9cdea80', 'e5f3e398-c1cc-438e-8c0c-a21efa396fb5', 'd0b9d81f-484c-4d10-92b6-4b5e8973d347', '34a406ef-d1e0-488d-8771-42c3aa61e0fe', '05d4ab09-9a63-41dc-be49-8960b341b208', '237a91f9-31f6-48fa-a150-3e0e1967797b', '4be3df95-b862-44ae-869c-31a3dfe64122', '81b26270-2626-415b-9591-82b3ffaea2ad', '9b3936e1-6eb0-4417-b8d4-de9c37d1ff01', 'a848ae1e-a4da-4e3d-b0e6-209410d44edc']"
a63a9e16-edaa-4252-9829-b936a47f8dfb,"['eb6ec706-f623-447c-a09c-3163d8756a16', '4c133488-12b5-45a4-bdd0-4007c4f75872', '4d8581dd-ca31-4686-98ef-7a2a2194c406', '9f24a252-ec6e-4bdf-8442-36a664b4ac66', 'c98bbcf8-8282-465f-b9ea-eb8ad17b8873', 'd02758f2-d41d-4293-96fd-a740be4646a4', '2d1ff91d-3690-4959-a8d2-7257d3259dda', 'db850a4a-87bb-4c80-9ede-d53cd93fedf5', '9180ff3a-1573-447f-a1f0-ecca9bc430d4', '094fa44d-babc-472a-ab1d-985c74f0e793', 'bee5f75f-7eee-470a-8101-874eddb7efa1']"
80f1dea0-0a80-46a5-bac5-f4fa09742f6c,"['f4b90516-e2ca-44db-ae3b-6d443d2e65fb', '90f90463-4cde-42db-8bdf-5592275c003f', 'c108084f-cad6-4e25-9a33-c0ec54f870fe', '08301419-f6b3-4c69-98e4-0ff2f7f83514', '0d19863c-2245-44f4-9834-2fd0b17dd335', '7ea08068-f701-4b46-89c7-70854f5155d4', '9ad4afb0-0a75-4f48-bdfc-61b3b965b807', 'fae78e8c-da0f-4ef3-b69a-e86ca3441731', '5f5d95e6-970e-4ec9-b26b-b313758e0cd1', 'bc60042b-ea6a-4a8b-b15a-c5068e6a3560', '04cefea8-6d45-4f7a-a2af-f3c205945f2d']"
5a509c4c-3273-4bb0-946e-7aa82bd043c0,"['8fb39817-7c5b-4ddc-89e7-9a62fbd6938f', 'c8a8c91c-d3c6-459a-b24e-a704a1bf01e9', '6595ad6d-681c-4e39-ace4-1763bfb5d1bb', '6547152f-c098-475d-82db-d4ce46afaa21', '9b0fa0e9-80d2-4b33-9810-7a7b4faa435c', '77b3d992-8246-4621-8910-dcd4b0e54763', 'c7e631e6-2de8-48e6-9451-f6118eb56511', '37f130b0-e3dd-455d-9332-b3fa1e2092c6', '7c84d882-8177-48a9-9312-1a5053a9ce95', 'a735c3ac-347d-4c00-986f-11fd0b268b95', '316f0554-0cff-4d9d-b742-7734566ccb12']"
ee0a06e7-af56-4b49-859c-fb0ebe0a7e9d,"['40e67213-03d6-4855-8ac1-45707949d6a9', '27490d5c-a246-4ade-b534-27ac6d156066', 'eea6ff71-4856-4e33-94c6-0f8d01459f4b', '5d09a41f-4f28-4396-afcd-0d308c25efec', 'b228570a-1c99-4552-814e-4fedfaf64531', 'b07ec4af-d6b3-4cfe-a36a-fe97d5cf9efa', '4586e4c7-7319-48bc-81cd-643ea8a0c1ac', '89fb60bf-e523-44da-bf07-52b0ffc4fe50', '9335b2c5-a186-4ae5-a6a8-04b566e05b3f', 'e71b4ccd-1c57-4311-bc43-57455be4bf73', '32174343-06ab-47f6-a347-25ffa9042d16']"
a8ca2ab3-f8e1-43b9-babc-171b59b5f8ad,"['e243470c-2760-4fdd-b1de-87a177086c13', '4036a51f-2a11-4aa0-9ec8-82ae61108157', '0f3652e5-3b0a-4afb-be3b-2877e4f3e0cc', '7f02881c-2ee2-4363-80d0-a2e6a4cb1f68', '1026dd95-e768-4fea-aacb-b1f529acd286', '19064f74-7ce2-43d9-a0cf-17764ba9a513', '3be8dfa1-f273-4368-bb60-577f9877781e', 'b17999f5-1429-4690-8c1b-d301c89df690', '26677a66-d209-4bba-bbb2-46695f8d6192', '39e4528d-cc69-42aa-9a25-241eedca9c18', 'a95399f9-b71c-46eb-979c-ef0151fbc86a']"
b7dda1c2-db65-4a13-9e8c-91b900ce73f2,"['88211fa2-6501-4071-a133-f0287caa89d0', '525210fb-8174-4560-9179-42e359186210', '21f27121-8591-4001-8e16-daeab8c4602c', '7f1e326b-0ab3-4863-adeb-74f7764cc077', 'b2d945f9-9345-4658-98a1-55fde4f233c0', '3d24cef9-514e-4ef3-a583-275cb99a81e6', 'e51acf84-c2d7-49c8-8495-a1d2ceaabef9', '1962bc31-c88c-4de7-bdd5-cedca117cd10', '3264e74d-18dd-4a0b-ab26-904f8c4dff5b', '0ffaaf2f-276d-4d45-ac88-89ad62dfbf76', '0c582346-2849-4121-91eb-bd5d92e13109']"
e469f9ba-7b6e-491e-9b32-9fe58b0b0f80,"['8f1131f9-9d06-4672-801c-f89ccb5cc35d', 'addbbf3e-80d6-474f-a221-ab9517edc024', '0e6a5e11-227b-42e0-9511-75caa1898f62', '5d7ad9c0-93c1-4ca0-a443-72febcf41fa7', 'da06d2f8-8e8e-4e1c-9480-d3a1b2042d98', 'e4f1680f-19e2-4ce4-bd76-836c59bd2c60', '347bce37-4f4e-4ec7-b9b9-a49e2a1c8ea8', 'afe6f4eb-088a-4420-8270-348cc0467ebd', 'ad7b18f4-1ede-49e7-8479-0073c75a7ad5', '0a2465ff-e210-41c8-9117-1e9e625778c5', '75a98927-3c71-4b82-a043-d2dff9487fc9']"
e6272ef9-d269-4ea0-aaf9-9b36c1428669,"['df016e23-61f2-49c7-8622-a4d9054bb9df', '1400c511-f3e6-4ffe-afcb-83fe7e6430b0', '0d0aaf9a-b807-49d5-9c15-84938f0e4afe', '074e1237-62ec-43fc-9245-98da440b38f2', '17d47da3-0549-4c96-9385-b94a16d4e169', 'b50ea16c-2b30-4f92-9623-93cb8612f097', 'd47e3a3c-43f2-467b-8d28-8628c0f0f03d', '15df3683-4a5c-49d5-ae85-fe7e31bcf0e7', 'c37da04c-e0f5-499c-a991-3641564d3c0c', '6e92cf76-574d-4eda-bda4-0dbf5a2bc4a8', 'd6a89aff-46c4-4167-9934-13fa1834e7df']"
b15679c6-f1ca-4f3a-a8ca-8ab8fa5a72b1,"['840dafbc-7e83-4797-89d8-1c56b2bc1838', 'b08a35d2-d258-464a-bbad-19740195d609', 'df01d0ac-73a0-43e8-8604-2dac44185d1a', 'b9caab64-776d-42ea-ae2e-5a228b338789', '21b524ee-7836-401b-9057-a966e83ae6a2', 'a841a516-08a5-463e-9ecf-e7540e4255fc', 'ad9caf71-e239-4ba2-afc9-280ae551880a', 'a4c59e24-7f6c-4e96-b952-18825c506c04', '8fefc9a4-8ddd-4b8a-be6e-ef9acea86816', '0cb38639-3d63-4f43-ae2f-99ef9a662f5a', '0a8c584e-3b4c-4ac2-9b7e-befd94553594']"
db9cd214-ab60-475a-9d89-002700025bdb,"['45f5dc6c-4dce-4d9f-ae56-f083680c8e76', '1e56f546-252e-48a1-890d-7df9bf075a04', 'f56bd5bf-83de-40f4-bbda-60e41e1916a6', '8f82e020-1816-4734-b2ec-776d36ba4a49', '44a38759-3dac-41d4-b2c5-8a264f223c35', '6788973f-31ff-4120-b8fa-306318c99925', 'a9457657-c84e-42a1-8f21-cc0a24360266', 'c1879e22-efb7-437d-8d1f-05c92829ef0f', '39e4528d-cc69-42aa-9a25-241eedca9c18', '976424ed-1244-440f-8fff-3c911a055153', 'a16396f7-b98a-472c-a925-3cbea030902a']"
47c7d477-86d7-414e-ae02-39588b424936,"['a041043f-fdf1-4366-9ed0-4115cd13be68', '8e4a03fa-f8fc-4bf6-9269-0b3e5e6c050a', '1c711ab6-5a10-4dfb-b1c8-914b8eb4ab7e', '0191a05e-dea7-4a18-9b3f-30d7b0c75bce', 'ca71fb92-de6a-48b9-b31a-9fc490dc0d99', '501a11a1-1e9f-4ec3-9f12-bda1413b4a71', 'deffb1ac-7f15-40fa-b57e-b1037f5e1d4c', 'cd1b4b21-7472-485b-a19e-3f78fcc019ec', 'e1d3e261-5dcc-4b75-93be-ae8d46a2c146', '11eb6c20-c890-4885-af8a-7662d0129613', '81e9aa3e-e686-4c7f-a3bd-6aba16ac5458']"
2f50cbd2-73fc-48fc-a86f-e05a6a8cf698,"['be7f88ff-0706-4a68-992f-648909d25774', '8eb08059-2d1f-4b13-9de1-4165a7982bec', 'f927d828-4490-4f93-9a1f-0f4c1da68370', '7e26ebbb-92c6-4e6b-ae09-f11f0af7c657', '5ec2d1db-671c-415e-8bdb-e581dbd220e3', '9ce3553e-fd4d-401e-9a9d-8e37b21e6dfd', '336cc9d1-a55d-4014-86f7-47fcd372f5cb', 'bff1e708-a615-4475-a5d2-366032f95e47', '568c4d59-e9cd-462a-a355-cf260ada4c6f', '4a9d3eea-44bf-472c-954e-5b3e360a8cd4', '7a393296-b5b0-4ac2-9788-eaf942e560f6']"
1e18268a-e870-4097-9fa5-2620ec5f95e2,"['fc3f6ec7-ed92-4513-a258-cfbf9f784021', 'e9c96408-263f-4fe4-8938-58deb8d15b44', 'ac9a4950-3149-46e3-a3f3-3939550883dc', '1e264de2-7999-4153-839c-71b6c22135c7', '5d00ce55-53f9-4a9b-b7c7-9b5886ac0b53', '045b757b-7f44-4abf-9d8a-c9d035cd6f65', 'e8634d1c-15c9-4714-8118-7b280f974b44', 'bbb17c16-eef3-4d07-8414-94e104bdea6d', 'cbfcf55d-5048-4edb-894d-f4439ae9d68b', 'b248abac-2a62-4dde-b035-72e923561f08', '1ac0cfa0-4ce3-435e-a620-dc21a99e43f7']"
6aaefb9c-fc4f-4073-837c-702afef3e15e,"['0523c79b-b0fc-4130-a254-972a0e43a16f', 'f2553a23-84b3-434d-a187-4d64ecb18141', '91c694d8-a0d3-48f8-860c-26d66b9c5b38', 'bede383e-d33a-418a-a658-c2c6907e2d32', '3d14ae02-265b-4c69-8833-418df2d44b29', '51e73621-c8e2-4766-966f-3645200c339d', '4bdd35b3-d2b4-4f31-9fe7-f81cd5f27b7b', '256b47a7-4838-4812-9cf9-327d56afb1ba', '5905c6db-a6fd-40ca-a911-2e4ef7cdaa06', '0ec7d7ec-5cf9-436a-b2a3-39d50dffb7ab', '12143031-79a7-412a-b174-bbef0288cbec']"
f2553a23-84b3-434d-a187-4d64ecb18141,"['6aaefb9c-fc4f-4073-837c-702afef3e15e', '0523c79b-b0fc-4130-a254-972a0e43a16f', '3d14ae02-265b-4c69-8833-418df2d44b29', '91c694d8-a0d3-48f8-860c-26d66b9c5b38', '4bdd35b3-d2b4-4f31-9fe7-f81cd5f27b7b', 'bede383e-d33a-418a-a658-c2c6907e2d32', '51e73621-c8e2-4766-966f-3645200c339d', '256b47a7-4838-4812-9cf9-327d56afb1ba', '5905c6db-a6fd-40ca-a911-2e4ef7cdaa06', '12143031-79a7-412a-b174-bbef0288cbec', '0ec7d7ec-5cf9-436a-b2a3-39d50dffb7ab']"
8d74f34d-79e3-4e37-a6d1-4fe6e3832857,"['f9405685-9218-4acc-87b1-8e8acdd7782e', '85da742e-ef62-484b-876e-78e44b765262', '844662de-385d-4656-87f1-d062c90741d9', '8ae99ccd-e855-4f6e-ac66-e4b693b1d546', '93844576-e9d2-4b06-bebd-37f4f52543f3', '1842c266-8ab3-4a71-a02c-543cb756060e', '85520535-5c77-4ee1-a0f9-9869d2a7dab9', 'ffc45244-cbb1-4ae8-b2ce-6731f1fda82e', '13065ec7-63e3-405c-90a8-ba2c2e130342', 'ccb80cb4-6bf7-4ee9-ac3c-7633f675403e', '69e844ec-93ab-4d2a-9817-96018e0b8de6']"
1166419a-0f34-461f-8032-a0898b4583d3,"['e4441487-a4bb-425b-b929-8d80eee941e0', '1ad5ab31-5b9f-4b04-94d0-6759f851ed5b', 'bd832bf2-0980-42be-a129-fe58dd2f5c2f', '299f6e99-c62d-44b0-8c0b-ab270cf44165', '24d94ab6-85ba-4c17-9047-bcb538c26b60', 'ea54f90a-a794-4cb6-8ec9-cf8fa29f0d4a', '7a9eb5ea-9806-4e6f-8e8a-22ed50ebddcf', '3a72e76d-30f4-4096-8c66-ce69ce18e388', '92826442-ebc8-4b92-90ae-431d6c56e755', 'b6d8deb6-3d40-4ae8-b2e5-bc50481be891', '4999d5be-61cf-4f4c-883d-73ce787334c8']"
e243470c-2760-4fdd-b1de-87a177086c13,"['e243470c-2760-4fdd-b1de-87a177086c13', 'a8ca2ab3-f8e1-43b9-babc-171b59b5f8ad', '7f02881c-2ee2-4363-80d0-a2e6a4cb1f68', '19064f74-7ce2-43d9-a0cf-17764ba9a513', '1026dd95-e768-4fea-aacb-b1f529acd286', '26677a66-d209-4bba-bbb2-46695f8d6192', '48f9eb68-3119-46fc-9e2c-fc35c12a35eb', '33249670-c05a-4c4f-a925-8ac7d2c7950d', '3ef0efc2-96e9-4c79-bd1a-a6f8c498366f', '3be8dfa1-f273-4368-bb60-577f9877781e', '0f3652e5-3b0a-4afb-be3b-2877e4f3e0cc']"
8594f40c-254b-438f-9970-d1dfa8a5f2fd,"['6229c982-4fce-41c3-a23d-f66223567ce7', '173cbc01-3cc1-4c30-a8ec-f9578408c6b8', '32958532-d3a6-4dbd-8178-82a5707e7c65', 'b9cb3f38-e060-49fd-832e-13eedeac2ca8', '2a7caea7-5931-4990-9eab-610e1a4cd113', '1c5f600f-36fb-41ae-ad4b-48789d11c16d', 'b6235e3b-ae35-4385-b4d4-23fdda578220', '69594ed0-ecf4-407c-b260-f3a213e819a1', 'c73bca24-c9e3-486d-83f5-4a761c32403f', '06c4acc1-d43f-4dcd-93b4-083c08fe9941', 'b2654d63-4c4c-4583-9590-836ce84fd1d4']"
0507f52e-f3c9-4682-aedf-640d62f023c7,"['7b9fc818-b196-40dd-9a5f-d8e10fc97d99', 'e5b1ab12-7e2f-4eaf-8bf1-03a26724f5de', 'b14b1196-87f4-4ef3-b63a-7eeec330003a', 'be76a5fa-6124-4486-91ca-590a2dedc794', '73398efb-eb3d-4b0f-8a11-99403afe18e7', '76e94c35-3a50-4aa4-9398-2b4842a0d331', '8b57c9ea-d164-4539-8d0f-af0dec997fbc', 'aedc3fcf-645e-419c-ae89-01ebffbd2ea0', '6c589d9a-b3aa-48f5-8812-de726e70664f', '42f2e7ec-730f-4051-960b-9bce8a237f0a', '1b3dcf77-883f-4ee4-b441-70bab9a1364e']"
dad5d1b9-e0b7-4d7e-b3b2-16b003cc9696,"['555f0e9a-fc71-47ee-be13-3b9eaac3f77b', 'b64bc420-ad0a-40d5-8105-7ba846667c51', 'dc6ee7f0-a596-436a-adcc-8295aef08142', 'a1199f9b-c13e-4cfb-925a-fd0e601efac9', 'b72314eb-02d7-417a-8c9b-70f3206acdff', 'a8889116-a413-46c4-a38f-a903b5527c48', '74932c3e-b2d1-4957-a60c-ad43407a2624', '2024b9db-473c-4872-8d1f-844709e460f6', '7d39b80b-3011-4114-a273-aa58431e550a', '357ae896-0a52-4a88-9c7d-a41fdac089d9', '01035ec7-f98f-451c-b23d-494082178f9b']"
33249670-c05a-4c4f-a925-8ac7d2c7950d,"['19064f74-7ce2-43d9-a0cf-17764ba9a513', '74e16318-7e1a-40ab-aabd-7edd99b16a48', '4596abe6-3758-4927-8a85-7e30d7d28bbc', '719382b8-6e20-4894-b17e-8838e82e5fe3', '1026dd95-e768-4fea-aacb-b1f529acd286', 'cc9fc571-c884-4cd7-b613-f6296085e63c', '3ef0efc2-96e9-4c79-bd1a-a6f8c498366f', '3be8dfa1-f273-4368-bb60-577f9877781e', '48f9eb68-3119-46fc-9e2c-fc35c12a35eb', 'e243470c-2760-4fdd-b1de-87a177086c13', '4036a51f-2a11-4aa0-9ec8-82ae61108157']"
4aa21938-4f6f-4bd2-9749-86a9d5724586,"['16c61cc9-5349-4390-be2c-7561b1f77574', '16d0e15e-6a6d-43f2-a70d-4dd49ec49555', 'a4d751b9-a6e6-49cd-9db2-af18a66cf3ba', '58e2b1b9-5c85-4a16-be70-ce479ecc0b3f', 'b29e10d9-7019-40a5-98ef-679430f7a8de', '7c42b661-8fa8-4b57-b454-604b356b8d96', '327bd5c7-9843-4a30-9147-f03d697d308f', '85d72173-dc3c-423d-b744-fc36d9455489', '14b13e34-a54c-4a64-8ef6-442f14a92a78', '8172209a-30fc-4544-85ec-12f4e9f80d89', '04739e8e-8c4d-4c08-a6af-0ea3b38aec6c']"
ef618ae8-38be-4829-a8df-e8b13dfbd2e9,"['9a27b8cd-1421-45aa-b229-e795cbd28ee1', 'e110d4e7-aa51-4e73-abd0-f2c3ec5e56f1', 'da55172e-2077-48f9-b4a1-d4875ddff0ed', '8211693f-b057-48aa-a29a-ab9e17716403', '046183b7-d5cf-40d6-b966-02ee8709b760', '52d9e738-43a9-48fc-b4cc-e50f13a42a37', '60fa185a-4c76-4320-a49a-e99b2796c08f', '2487bd25-7e29-4c6b-a35e-6410ead12a44', '6e3a5f6a-ecdc-49c0-91ca-820f8e4db013', '6de8401e-d2d6-44f2-847a-d3528af77e06', 'ec47562d-80a2-42a7-8651-3b1698587a6d']"
b3988a25-f431-424b-83c2-5030d0c5b546,"['39befc3d-b731-4fb4-980c-15762eec71f6', '3552e5c0-9c5b-49af-9d2c-ae4ed202fc41', 'f97f5082-c67d-4b03-8fe5-cb8de0761008', '65c36246-fdaf-447b-8cf4-d42cb2ee2286', '2778cde4-7e9f-404d-bf98-1512dc4162ce', '29605a3f-053d-4253-93f6-07a77f860616', '502ad0f0-1994-4fe0-9638-7e3033b066ac', '831b311e-540d-4280-867a-f61c3148e48c', '9eaec9e4-8cf9-4a5e-b943-8142e1cc787e', '6acfca25-05d0-4d0b-b272-572cbc84ecaf', '38992f99-3ef6-4ff5-ac2c-2fc0f3ee019d']"
ae2027a2-3beb-4d90-9d3a-097ffd58cb2c,"['2487bd25-7e29-4c6b-a35e-6410ead12a44', '38d8a8e6-924a-48e4-81e0-ff896c97c521', '6eb17c97-f1ac-4646-b421-92a59ef8f2f3', '52d9e738-43a9-48fc-b4cc-e50f13a42a37', 'b278a1c7-b3f3-4f6c-9057-7481620dd87f', '6de8401e-d2d6-44f2-847a-d3528af77e06', '8211693f-b057-48aa-a29a-ab9e17716403', '3e73da04-ab3f-425e-b705-7723fa85686f', '60fa185a-4c76-4320-a49a-e99b2796c08f', 'ef618ae8-38be-4829-a8df-e8b13dfbd2e9', '046183b7-d5cf-40d6-b966-02ee8709b760']"
9180ff3a-1573-447f-a1f0-ecca9bc430d4,"['416b3ede-d4f2-4f46-b997-c886ddf5caec', '230f143b-e892-4d4c-9377-b426b3fdcd74', '2a4d534e-2da4-4b41-b899-46e644b783b6', '2d1ff91d-3690-4959-a8d2-7257d3259dda', '415ef694-efdd-480d-b8e2-eae3309af1df', '9f24a252-ec6e-4bdf-8442-36a664b4ac66', 'db850a4a-87bb-4c80-9ede-d53cd93fedf5', 'e714dcdc-ff92-4b21-a660-6a68ecf52920', 'd0dfe465-58d3-4bdb-ab11-688314759dc5', 'c8afd4fb-925d-4ef7-ad4c-ca5bebbed157', 'ae262975-9665-4927-ad71-474f5a64bb06']"
24414531-03be-4b47-8ebf-41c18f65f32b,"['3a862e05-2e67-4518-94ad-f1011e29bde4', 'cc7a2ea1-2304-42ea-9f65-cc0b67106e1c', 'b49902d8-9042-420a-b13f-4eaf1f34b16d', '0f4fb813-48c3-4f10-86a0-2e9090a2c5e7', 'd99c7c75-15eb-4803-b2c8-58a3e83d2dc4', '1e0f8293-c6f3-47f3-b521-aaeb8b3cec6e', '9f23f67a-706f-4f39-b597-c5073c9a3b8c', 'ad0c5576-d5d5-412f-b47e-5ba34f468637', '5c8c21f1-3a3f-4891-aab3-525403009d54', '6724a13b-a193-4920-809b-e353562be00e', '5ec427a5-c715-41ee-b700-a9854121148c']"
0f4fb813-48c3-4f10-86a0-2e9090a2c5e7,"['cc7a2ea1-2304-42ea-9f65-cc0b67106e1c', '1e0f8293-c6f3-47f3-b521-aaeb8b3cec6e', '2d51efbd-e98d-4fd1-91ff-e81ea2e53227', 'e510d1dc-6834-469f-a5cc-b8b35e220097', 'ad0c5576-d5d5-412f-b47e-5ba34f468637', '3a862e05-2e67-4518-94ad-f1011e29bde4', '24414531-03be-4b47-8ebf-41c18f65f32b', '5ec427a5-c715-41ee-b700-a9854121148c', '60895877-7dc9-4c83-a675-f6e5c7a18fe1', 'd99c7c75-15eb-4803-b2c8-58a3e83d2dc4', 'b49902d8-9042-420a-b13f-4eaf1f34b16d']"
